"Country.Name","Country.Code","Region","IncomeGroup","Year","Life.Expectancy.World.Bank","Prevelance.of.Undernourishment","CO2","Health.Expenditure..","Education.Expenditure..","Unemployment","Sanitation","Injuries","Communicable","NonCommunicable"
"Serbia","SRB","Europe & Central Asia","Upper middle income",2017,75.5390243902439,4,47340.0001525879,8.22039318,3.71016001701355,13.4799995422363,18.28920415,273324.18,118619.37,2862947.16
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2017,69.933,12.5,140.000000596046,6.46091604,5.03636980056763,13.9739999771118,31.29180774,4243.95,17406.41,32227.24
"Suriname","SUR","Latin America & Caribbean","Upper middle income",2017,71.463,8.3,2500,5.9441762,5.45866966247559,7.90399980545044,26.10961233,24127.6,35739.78,132615.74
"Slovenia","SVN","Europe & Central Asia","High income",2017,81.0292682926829,2.5,14119.9998855591,8.18522835,4.78053998947144,6.55999994277954,68.07094176,86588.11,21435.93,508791.41
"Sweden","SWE","Europe & Central Asia","High income",2017,82.409756097561,2.5,38290.0009155273,10.78509998,7.56883001327515,6.71999979019165,94.78554161,240969.41,103165.17,2355683.06
"Chad","TCD","Sub-Saharan Africa","Low income",2017,53.712,29.1,2150.00009536743,4.55722904,2.45481991767883,1.11899995803833,9.625769072,583681.28,8435895.84,2323389.14
"Togo","TGO","Sub-Saharan Africa","Low income",2017,60.489,21,2069.9999332428,6.49387741,3.7605299949646,3.74000000953674,8.711846393,247347.61,2173030.66,1146840.78
"Thailand","THA","East Asia & Pacific","Upper middle income",2017,76.683,7.7,258820.007324219,3.84309888,3.3557300567627,0.829999983310699,24.94249122,2588422.51,2735363.03,14760222.71
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2017,64.479,23,11829.9999237061,4.08257437,4.4305100440979,2.17700004577637,24.1449869,1483112.46,14333067.67,8207830.3
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2017,71.7809756097561,2.5,174940.002441406,7.43332481,5.41707992553711,9.5,69.68638742,2821131.91,1351307.58,17577101.86
"United States","USA","North America","High income",2017,78.5390243902439,2.5,4819370.1171875,16.80583572,5.10922002792358,4.3600001335144,98.29928582,10037852.7,4922672.64,91918644.11
"Samoa","WSM","East Asia & Pacific","Lower middle income",2017,73.046,4.6,310.000002384186,5.56750727,4.18315982818604,8.57800006866455,47.74011009,6621.84,8848.15,42609.98
"Armenia","ARM","Europe & Central Asia","Upper middle income",2018,74.945,2.9,5710.00003814697,10.00543404,2.25587010383606,18.9699993133545,66.1091264,77822.54,68406.13,777588.26
"Australia","AUS","East Asia & Pacific","High income",2018,82.7487804878049,2.5,387070.007324219,9.1550045,5.12344980239868,5.30000019073486,72.32566936,740289.3,215989.71,5215443.84
"Austria","AUT","Europe & Central Asia","High income",2018,81.6926829268293,2.5,63060.001373291,10.31750679,5.22452020645142,4.84999990463257,99.63912654,223597.89,75111.35,2215363.91
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2018,72.864,2.5,32729.9995422363,3.55621028,2.45543003082275,4.90000009536743,21.9151199,246823.74,508519.04,2388581.76
"Belgium","BEL","Europe & Central Asia","High income",2018,81.5951219512195,2.5,93660.0036621094,10.76469994,6.38137006759644,5.94999980926514,87.05901486,371266.36,166632.87,2838541.08
"Belarus","BLR","Europe & Central Asia","Upper middle income",2018,74.1756097560976,2.5,58950.0007629395,5.52699471,5.38111019134521,4.76000022888184,74.3512062,474553.12,149965.99,3106235.34
"Bolivia","BOL","Latin America & Caribbean","Lower middle income",2018,71.239,12.1,23229.9995422363,6.64209032,8.89999961853027,3.51999998092651,49.94654184,382903.33,1048425.1,2206065.07
"Brazil","BRA","Latin America & Caribbean","Upper middle income",2018,75.672,2.5,433989.990234375,9.46475124,6.08851003646851,12.3299999237061,46.84473257,9760000.11,9296911.39,45986852.09
"Central African Republic","CAF","Sub-Saharan Africa","Low income",2018,52.805,46.8,230.000004172325,10.99530983,1.56587600708008,5.60500001907349,14.29069706,422377.57,3068867.31,985014.99
"Switzerland","CHE","Europe & Central Asia","High income",2018,83.7536585365854,2.5,37479.9995422363,11.37997055,4.86325979232788,4.71000003814697,99.63810616,222056.47,83449.88,1931626.42
"Chile","CHL","Latin America & Caribbean","High income",2018,80.042,2.7,86610.0006103516,9.15850449,5.43316984176636,7.23000001907349,75.70739056,515863.26,289497.35,3643633.88
"China","CHN","East Asia & Pacific","Upper middle income",2018,76.704,2.5,10502929.6875,5.16790485,3.54249000549316,4.28000020980835,64.02449293,35676249.85,22614056.41,319066226.4
"Colombia","COL","Latin America & Caribbean","Upper middle income",2018,77.109,6.2,78589.9963378906,7.62541389,4.44910001754761,9.10999965667725,18.01735351,2075076.15,1350135.13,8041279.13
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2018,80.095,3.2,8369.99988555908,7.29572248,6.76991987228394,9.63000011444092,30.48677697,147258.66,86451.33,843271.68
"Germany","DEU","Europe & Central Asia","High income",2018,80.8926829268293,2.5,707700.012207031,11.45038891,4.97576999664307,3.38000011444092,97.11539497,1981296.29,961742.23,24120828.9
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2018,66.582,13.1,400.000005960464,2.26254249,3.62773990631104,26.1889991760254,36.24306807,35176.17,250590.33,176511.42
"Denmark","DNK","Europe & Central Asia","High income",2018,80.9536585365854,2.5,33130.0010681152,10.0707159,6.79277992248535,5.13000011444092,91.65793228,119128.15,72329.11,1488290.28
"Algeria","DZA","Middle East & North Africa","Lower middle income",2018,76.693,2.5,165539.993286133,6.16302586,5.8663501739502,10.4200000762939,18.06639486,1196186.9,1563511.22,7293784.24
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2018,76.8,11.6,40139.9993896484,7.86490965,4.6214599609375,3.52999997138977,41.75378947,682717.5,686986.96,2943202.18
"Spain","ESP","Europe & Central Asia","High income",2018,83.4317073170732,2.5,257040.008544922,8.99036121,4.18157005310059,15.25,95.66577751,904550.92,496820.74,11148868.97
"Estonia","EST","Europe & Central Asia","High income",2018,78.2439024390244,2.5,15319.9996948242,6.68642807,5.2632098197937,5.36999988555908,93.00670163,45313.44,17849.5,393384.16
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2018,66.24,18.2,17239.9997711182,3.30818701,5.06867980957031,2.31800007820129,6.279053616,2880294.65,22770405.22,12862187.57
"Finland","FIN","Europe & Central Asia","High income",2018,81.7341463414634,2.5,44580.0018310547,9.03608513,6.27542018890381,7.3600001335144,84.09986931,176835.77,37528.11,1441475.16
"France","FRA","Europe & Central Asia","High income",2018,82.6756097560976,2.5,307049.987792969,11.18583012,5.40716981887817,9.02000045776367,78.59934805,1911053.39,758017.04,15156654.55
"United Kingdom","GBR","Europe & Central Asia","High income",2018,81.2560975609756,2.5,360730.010986328,9.90384102,5.16799020767212,4,98.06786201,1294478.2,1019009.14,17161465.67
"Georgia","GEO","Europe & Central Asia","Upper middle income",2018,73.6,7.8,9569.99969482422,7.11329746,3.5210599899292,12.6700000762939,35.01946185,136647.96,96439.12,1231871.19
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2018,63.78,6.2,18680.0003051758,3.48865867,3.8861300945282,4.27600002288818,12.4033639,866262.23,6647801.59,4906354.3
"Greece","GRC","Europe & Central Asia","High income",2018,81.7878048780488,2.5,65019.9966430664,7.95876884,3.59734010696411,19.2900009155273,90.1711824,234273.1,135253.34,2993363.01
"Honduras","HND","Latin America & Caribbean","Lower middle income",2018,75.088,13.1,10050.0001907349,7.21891975,6.05646991729736,5.65000009536743,48.9455273,385545.09,434515.72,1682928.09
"Croatia","HRV","Europe & Central Asia","High income",2018,78.0707317073171,2.5,16430.0003051758,6.78430557,3.90755009651184,8.43000030517578,70.39226157,155621.89,43376.34,1269946.12
"Hungary","HUN","Europe & Central Asia","High income",2018,76.0658536585366,2.5,46400.0015258789,6.54620171,4.62282991409302,3.71000003814697,87.72220637,347566.05,113914.14,3282122.47
"India","IND","South Asia","Lower middle income",2018,69.416,13.3,2451929.93164063,2.95175385,4.36373996734619,5.32999992370605,41.89591302,52638934.26,148011381.3,266014412.2
"Ireland","IRL","Europe & Central Asia","High income",2018,82.2048780487805,2.5,37659.9998474121,6.86017275,3.39286994934082,5.73999977111816,82.65620946,90089.29,48311.03,1031834.07
"Iceland","ISL","Europe & Central Asia","High income",2018,82.8609756097561,2.5,1700.00004768372,8.44292068,7.56170988082886,2.70000004768372,81.24319906,6652.81,3307.38,65972.43
"Israel","ISR","Middle East & North Africa","High income",2018,82.8024390243903,2.5,61080.0018310547,7.53235054,6.11233997344971,4,93.44852172,161447.84,104809.15,1533535.34
"Italy","ITA","Europe & Central Asia","High income",2018,83.3463414634146,2.5,324880.004882813,8.67509365,4.25614023208618,10.6099996566772,95.77078165,1152439.59,552161.29,16205478.44
"Jordan","JOR","Middle East & North Africa","Upper middle income",2018,74.405,11.2,24780.0006866455,7.78079128,2.98481011390686,18.2700004577637,81.88884508,261018.55,316236.36,1518047.42
"Japan","JPN","East Asia & Pacific","High income",2018,84.2109756097561,2.5,1116150.02441406,10.74838829,3.07782006263733,2.40000009536743,80.64033577,3301608.04,1998135.77,31122112.3
"Kuwait","KWT","Middle East & North Africa","High income",2018,75.398,2.5,91389.9993896484,5.09953451,6.38917016983032,2.16499996185303,100,78572.05,69544.88,577248.65
"Lebanon","LBN","Middle East & North Africa","Lower middle income",2018,78.875,7.1,27790.0009155273,8.67463875,2.52447009086609,10.7959995269775,16.17670627,160983.37,123396.31,1110483.26
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income",2018,53.705,28.7,730.000019073486,10.90125179,7.28535985946655,22.8129997253418,43.99522997,169577.15,1037925.42,448950.43
"Lithuania","LTU","Europe & Central Asia","High income",2018,75.680487804878,2.5,11649.9996185303,6.53385353,3.89293003082275,6.15000009536743,93.89547291,139007.81,44817.41,922744.61
"Luxembourg","LUX","Europe & Central Asia","High income",2018,82.2951219512195,2.5,9319.99969482422,5.28587103,3.64749002456665,5.59000015258789,96.74564966,14252.82,5939.56,128034.31
"Latvia","LVA","Europe & Central Asia","High income",2018,74.7829268292683,2.5,7789.99996185303,6.19103575,4.24356985092163,7.40999984741211,78.78852105,84545.49,33978.26,654273.71
"Morocco","MAR","Middle East & North Africa","Lower middle income",2018,76.453,3.8,64959.9990844727,5.33230448,5.34884786605835,9.26500034332275,38.69180171,1095318.8,1503202.42,7485985.9
"Madagascar","MDG","Sub-Saharan Africa","Low income",2018,66.681,44.3,3349.99990463257,4.19787312,2.84409999847412,1.84300005435944,9.734057566,596802.28,6206243.91,3952185.36
"Mexico","MEX","Latin America & Caribbean","Upper middle income",2018,74.992,6,452570.007324219,5.37870932,4.2542200088501,3.27999997138977,52.45421467,5039402.33,3738254.4,24918952.68
"Mali","MLI","Sub-Saharan Africa","Low income",2018,58.893,3.4,5469.99979019165,3.73249865,3.90556502342224,7.42799997329712,18.53257096,959531.67,10432991.12,3408505.59
"Myanmar","MMR","East Asia & Pacific","Lower middle income",2018,66.867,2.6,32939.998626709,4.89992142,2.15748000144959,0.870000004768372,60.81572409,1727609.25,5230015.48,12563638.49
"Mongolia","MNG","East Asia & Pacific","Lower middle income",2018,69.689,5.5,21549.9992370605,3.85443377,6.17301988601685,5.38000011444092,53.00287453,174178.57,168161.18,810397.74
"Malawi","MWI","Sub-Saharan Africa","Low income",2018,63.798,16.8,1379.99999523163,9.82898998,3.32295989990234,5.75799989700317,23.70663177,414839.88,4705368.89,2456336.86
"Malaysia","MYS","East Asia & Pacific","Upper middle income",2018,75.997,2.7,244410.003662109,3.74833083,4.47865009307861,3.29999995231628,77.45314542,806548.71,1205095.69,5497174.86
"Netherlands","NLD","Europe & Central Asia","High income",2018,81.8121951219512,2.5,151360.000610352,10.0318222,5.35764980316162,3.82999992370605,97.49352997,356701.23,191499.7,4189744.26
"Norway","NOR","Europe & Central Asia","High income",2018,82.7585365853659,2.5,37590.0001525879,10.02394581,7.64411020278931,3.79999995231628,64.69055165,124351.27,58617.12,1159501.99
"Nepal","NPL","South Asia","Lower middle income",2018,70.478,4.3,15189.9995803833,4.5284524,4.43445014953613,3.19300007820129,43.29851891,879337.45,2828672.94,5582374.84
"New Zealand","NZL","East Asia & Pacific","High income",2018,81.8585365853659,2.5,32360.0006103516,9.21034622,6.04850006103516,4.32999992370605,81.33504336,155413.34,44832.83,997215.61
"Peru","PER","Latin America & Caribbean","Upper middle income",2018,76.516,7.6,54590.0001525879,5.19757748,3.71429991722107,3.49000000953674,47.82568336,850304.33,1607016.07,5002869.66
"Philippines","PHL","East Asia & Pacific","Lower middle income",2018,71.095,6.2,138570.007324219,3.95381904,3.1331000328064,2.33999991416931,58.26934487,3105084.35,8671242.53,20730389.62
"Poland","POL","Europe & Central Asia","High income",2018,77.6024390243903,2.5,311910.003662109,6.32764196,4.61579990386963,3.84999990463257,90.35071493,1447441.57,531136.73,10597588.42
"Portugal","PRT","Europe & Central Asia","High income",2018,81.3243902439024,2.5,49500,9.4126482,4.67515993118286,6.98999977111816,84.83351595,220932.61,191109.09,2900455.74
"Paraguay","PRY","Latin America & Caribbean","Upper middle income",2018,74.131,7.8,8470.00026702881,6.71837997,3.28320002555847,6.21999979019165,58.82281712,230371.04,255647.45,1187773.96
"Romania","ROU","Europe & Central Asia","High income",2018,75.3585365853659,2.5,75190.0024414063,5.56050777,3.34474992752075,4.19000005722046,79.80953656,696304.49,403187.28,6362167.1
"Saudi Arabia","SAU","Middle East & North Africa","High income",2018,74.998,3.8,521260.009765625,5.74845695,7.08581304550171,6.03999996185303,56.60731319,2044416.59,638091.4,5406200.54
"Senegal","SEN","Sub-Saharan Africa","Lower middle income",2018,67.665,7.8,10180.0003051758,4.23825741,4.85822010040283,3.27500009536743,23.05570889,336993.39,3019433.1,2179622.92
"Sierra Leone","SLE","Sub-Saharan Africa","Low income",2018,54.309,27.7,860.000014305115,8.28987408,6.98963022232056,4.65999984741211,13.51397705,289937.47,3111854.64,1377250.05
"Serbia","SRB","Europe & Central Asia","Upper middle income",2018,75.890243902439,3.8,46130.0010681152,8.5316782,3.58231997489929,12.7299995422363,18.10589629,274175.32,115978.23,2880460.23
"Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income",2018,70.17,12.8,140.000000596046,5.84369802,5.23510980606079,14.0609998703003,32.41314828,4266.36,16675.36,32774.21
"Suriname","SUR","Latin America & Caribbean","Upper middle income",2018,71.57,8,2210.00003814697,7.8974061,4.92254018783569,7.92600011825562,25.73796269,24113.96,34944.94,134940.36
"Slovenia","SVN","Europe & Central Asia","High income",2018,81.3780487804878,2.5,14069.9996948242,8.27940369,4.93587017059326,5.1100001335144,69.23002672,85605.49,21445.6,515164
"Sweden","SWE","Europe & Central Asia","High income",2018,82.5585365853659,2.5,36009.9983215332,10.94106293,7.64084005355835,6.3600001335144,94.85217437,241198.36,102997.6,2381676.65
"Chad","TCD","Sub-Saharan Africa","Low income",2018,53.977,30.3,2190.00005722046,4.1669445,2.25947999954224,1.12999999523163,9.781107203,614004.43,8464996.51,2393364.23
"Togo","TGO","Sub-Saharan Africa","Low income",2018,60.76,20.7,2309.99994277954,6.08747768,4.04394006729126,3.72900009155273,8.907705985,245884.96,2072528.42,1165497.78
"Thailand","THA","East Asia & Pacific","Upper middle income",2018,76.931,7.8,257049.987792969,3.8184948,3.05677008628845,0.769999980926514,25.28339393,2585944.47,2668121.35,15086619.99
"Tanzania","TZA","Sub-Saharan Africa","Lower middle income",2018,65.015,23.3,12000,4.15363026,3.69643998146057,2.20600008964539,25.18909089,1489983.48,13717505.82,8338480.23
"Ukraine","UKR","Europe & Central Asia","Lower middle income",2018,71.5826829268293,2.5,185619.995117188,7.51988459,5.3199200630188,8.80000019073486,71.98945318,2736113.89,1315205.55,17715239.07
"United States","USA","North America","High income",2018,78.6390243902439,2.5,4975310.05859375,16.68710518,4.91233015060425,3.90000009536743,98.28709462,10022875.26,4932258.13,93958048.53
"Samoa","WSM","East Asia & Pacific","Lower middle income",2018,73.187,4.5,289.99999165535,5.47191095,4.53214979171753,8.68599987030029,47.6734285,6710.32,8783.21,43300.48
"United Arab Emirates","ARE","Middle East & North Africa","High income",2019,77.972,6,188860.000610352,4.27504921,3.86736989021301,2.23000001907349,99.14769965,382562.41,120204.51,1637717.4
"Armenia","ARM","Europe & Central Asia","Upper middle income",2019,75.087,3.1,6170.00007629395,11.33526421,2.56185007095337,18.2999992370605,67.76279579,77080.05,65538.36,779634.15
"Azerbaijan","AZE","Europe & Central Asia","Upper middle income",2019,73.005,2.5,35509.9983215332,4.03829002,2.68108010292053,4.84999990463257,21.03918997,246274.45,485453.75,2425972.43
"Bangladesh","BGD","South Asia","Lower middle income",2019,72.591,11,90739.9978637695,2.48357606,1.32632005214691,4.43800020217896,37.68488358,3193719.6,11672523.04,28256673.9
